Tiempo Sistema,Bar Trend,Next Record,Barometer,Inside Temperature,Inside Humidity,Outside Temperature,Wind Speed,10 Min Avg Wind Speed,Wind Direction,Extra Temperatures,Soil Temperatures,Leaf Temperatures,Outside Humidity,Extra Humidties,Rain Rate,UV,Solar Radiation,Storm Rain,Start Date of current Storm,Day Rain,Month Rain,Year Rain,Day ET,Month ET,Year ET,Soil Moistures,Leaf Wetnesses,Inside Alarms,Rain Alarms,Outside Alarms,Extra Temp/Hum Alarms,Soil & Leaf Alarms,Transmitter Battery Status,Console Battery Voltage,Forecast Icons,Forecast Rule number,Time of Sunrise,Time of Sunset,<LF> = 0x0A,<CR> = 0x0D,CRC
2022-12-07 00:00:00,O,1620,29865,845,69,742,0,0,309,65535,65535,65535,91,65535,0,255,0,0,65535,0,0,0,0,69,997,65535,65535,0,0,0,0,0,0,778,6,45,602,1743,10,13,7522
2022-12-07 00:01:00,O,1620,29863,845,70,741,0,0,309,65535,65535,65535,91,65535,0,255,0,0,65535,0,0,0,0,69,997,65535,65535,0,0,0,0,0,0,778,6,45,602,1743,10,13,42951
2022-12-07 00:02:01,O,1620,29863,845,70,741,0,0,309,65535,65535,65535,91,65535,0,255,0,0,65535,0,0,0,0,69,997,65535,65535,0,0,0,0,0,0,778,6,45,602,1743,10,13,42951
2022-12-07 00:03:00,O,1620,29865,845,70,741,1,0,322,65535,65535,65535,91,65535,0,255,0,0,65535,0,0,0,0,69,997,65535,65535,0,0,0,0,0,0,778,6,45,602,1743,10,13,40111
2022-12-07 00:04:00,O,1620,29863,844,70,741,1,0,333,65535,65535,65535,91,65535,0,255,0,0,65535,0,0,0,0,69,997,65535,65535,0,0,0,0,0,0,778,6,45,602,1743,10,13,65400
2022-12-07 00:05:00,O,1620,29862,844,70,741,0,0,336,65535,65535,65535,91,65535,0,255,0,0,65535,0,0,0,0,69,997,65535,65535,0,0,0,0,0,0,778,6,45,602,1743,10,13,31583
2022-12-07 00:06:00,O,1620,29861,845,70,740,0,0,336,65535,65535,65535,91,65535,0,255,0,0,65535,0,0,0,0,69,997,65535,65535,0,0,0,0,0,0,778,6,45,602,1743,10,13,34318
2022-12-07 00:07:01,O,1620,29862,845,70,740,1,0,337,65535,65535,65535,91,65535,0,255,0,0,65535,0,0,0,0,69,997,65535,65535,0,0,0,0,0,0,778,6,45,602,1743,10,13,64626
2022-12-07 00:08:00,O,1620,29862,844,70,740,1,0,340,65535,65535,65535,91,65535,0,255,0,0,65535,0,0,0,0,69,997,65535,65535,0,0,0,0,0,0,778,6,45,602,1743,10,13,41964
2022-12-07 00:09:00,O,1620,29862,844,70,740,0,0,340,65535,65535,65535,91,65535,0,255,0,0,65535,0,0,0,0,69,997,65535,65535,0,0,0,0,0,0,778,6,45,602,1743,10,13,24066
2022-12-07 00:10:00,O,1620,29864,844,70,740,0,0,344,65535,65535,65535,91,65535,0,255,0,0,65535,0,0,0,0,69,997,65535,65535,0,0,0,0,0,0,778,6,45,602,1743,10,13,23859
2022-12-07 00:11:00,O,1620,29862,844,70,740,1,0,344,65535,65535,65535,92,65535,0,255,0,0,65535,0,0,0,0,69,997,65535,65535,0,0,0,0,0,0,778,6,45,602,1743,10,13,8487
2022-12-07 00:12:01,O,1620,29864,844,70,740,1,0,345,65535,65535,65535,92,65535,0,255,0,0,65535,0,0,0,0,69,997,65535,65535,0,0,0,0,0,0,778,6,45,602,1743,10,13,18042
