Tiempo Sistema,Bar Trend,Next Record,Barometer,Inside Temperature,Inside Humidity,Outside Temperature,Wind Speed,10 Min Avg Wind Speed,Wind Direction,Extra Temperatures,Soil Temperatures,Leaf Temperatures,Outside Humidity,Extra Humidties,Rain Rate,UV,Solar Radiation,Storm Rain,Start Date of current Storm,Day Rain,Month Rain,Year Rain,Day ET,Month ET,Year ET,Soil Moistures,Leaf Wetnesses,Inside Alarms,Rain Alarms,Outside Alarms,Extra Temp/Hum Alarms,Soil & Leaf Alarms,Transmitter Battery Status,Console Battery Voltage,Forecast Icons,Forecast Rule number,Time of Sunrise,Time of Sunset,<LF> = 0x0A,<CR> = 0x0D,CRC
2022-12-11 00:00:00,O,1812,29844,848,72,773,2,0,355,65535,65535,65535,88,65535,0,255,0,0,65535,0,0,0,0,121,1049,65535,65535,0,0,0,0,0,0,778,6,45,604,1745,10,13,30333
2022-12-11 00:01:00,O,1812,29841,848,72,773,1,0,355,65535,65535,65535,88,65535,0,255,0,0,65535,0,0,0,0,121,1049,65535,65535,0,0,0,0,0,0,778,6,45,604,1745,10,13,63309
2022-12-11 00:02:01,O,1812,29841,848,72,773,0,0,355,65535,65535,65535,88,65535,0,255,0,0,65535,0,0,0,0,121,1049,65535,65535,0,0,0,0,0,0,778,6,45,604,1745,10,13,2723
2022-12-11 00:03:00,O,1812,29843,848,72,773,0,0,355,65535,65535,65535,88,65535,0,255,0,0,65535,0,0,0,0,121,1049,65535,65535,0,0,0,0,0,0,778,6,45,604,1745,10,13,856
2022-12-11 00:04:00,O,1812,29841,848,72,773,1,0,360,65535,65535,65535,88,65535,0,255,0,0,65535,0,0,0,0,121,1049,65535,65535,0,0,0,0,0,0,776,6,45,604,1745,10,13,9863
2022-12-11 00:05:00,O,1813,29842,848,72,773,0,0,5,65535,65535,65535,88,65535,0,255,0,0,65535,0,0,0,0,121,1049,65535,65535,0,0,0,0,0,0,778,6,45,604,1745,10,13,33110
2022-12-11 00:06:00,O,1813,29841,848,72,772,0,0,5,65535,65535,65535,88,65535,0,255,0,0,65535,0,0,0,0,121,1049,65535,65535,0,0,0,0,0,0,778,6,45,604,1745,10,13,4949
2022-12-11 00:07:00,O,1813,29841,848,72,772,1,0,360,65535,65535,65535,88,65535,0,255,0,0,65535,0,0,0,0,121,1049,65535,65535,0,0,0,0,0,0,778,6,45,604,1745,10,13,43643
2022-12-11 00:08:00,O,1813,29843,848,72,771,0,1,360,65535,65535,65535,89,65535,0,255,0,0,65535,0,0,0,0,121,1049,65535,65535,0,0,0,0,0,0,778,6,45,604,1745,10,13,5323
2022-12-11 00:09:00,O,1813,29840,847,72,772,1,1,9,65535,65535,65535,89,65535,0,255,0,0,65535,0,0,0,0,121,1049,65535,65535,0,0,0,0,0,0,778,6,45,604,1745,10,13,8274
2022-12-11 00:10:01,O,1813,29842,847,72,771,0,1,5,65535,65535,65535,89,65535,0,255,0,0,65535,0,0,0,0,121,1049,65535,65535,0,0,0,0,0,0,778,6,45,604,1745,10,13,34708
2022-12-11 00:11:00,O,1813,29841,847,72,771,1,1,355,65535,65535,65535,89,65535,0,255,0,0,65535,0,0,0,0,121,1049,65535,65535,0,0,0,0,0,0,778,6,45,604,1745,10,13,63648
2022-12-11 00:12:00,O,1813,29839,847,72,771,1,1,5,65535,65535,65535,89,65535,0,255,0,0,65535,0,0,0,0,121,1049,65535,65535,0,0,0,0,0,0,778,6,45,604,1745,10,13,13597
2022-12-11 00:13:00,O,1813,29840,848,72,770,1,1,360,65535,65535,65535,89,65535,0,255,0,0,65535,0,0,0,0,121,1049,65535,65535,0,0,0,0,0,0,778,6,45,604,1745,10,13,31526
2022-12-11 00:14:00,O,1813,29841,847,72,771,0,1,360,65535,65535,65535,89,65535,0,255,0,0,65535,0,0,0,0,121,1049,65535,65535,0,0,0,0,0,0,778,6,45,604,1745,10,13,24154
2022-12-11 00:15:01,O,1813,29839,847,72,770,1,1,360,65535,65535,65535,89,65535,0,255,0,0,65535,0,0,0,0,121,1049,65535,65535,0,0,0,0,0,0,778,6,45,604,1745,10,13,32464
2022-12-11 00:16:00,O,1813,29838,847,72,770,0,1,360,65535,65535,65535,89,65535,0,255,0,0,65535,0,0,0,0,121,1049,65535,65535,0,0,0,0,0,0,778,6,45,604,1745,10,13,6091
2022-12-11 00:17:00,O,1813,29836,847,72,770,1,1,350,65535,65535,65535,89,65535,0,255,0,0,65535,0,0,0,0,121,1049,65535,65535,0,0,0,0,0,0,778,6,45,604,1745,10,13,18263
2022-12-11 00:18:00,O,1813,29837,847,72,770,0,1,355,65535,65535,65535,89,65535,0,255,0,0,65535,0,0,0,0,121,1049,65535,65535,0,0,0,0,0,0,778,6,45,604,1745,10,13,53713
2022-12-11 00:19:01,O,1813,29837,847,72,770,0,1,355,65535,65535,65535,89,65535,0,255,0,0,65535,0,0,0,0,121,1049,65535,65535,0,0,0,0,0,0,778,6,45,604,1745,10,13,53713
2022-12-11 00:20:06,O,1813,29837,847,72,769,0,1,355,65535,65535,65535,89,65535,0,255,0,0,65535,0,0,0,0,121,1049,65535,65535,0,0,0,0,0,0,778,6,45,604,1745,10,13,49350
2022-12-11 00:21:00,O,1813,29836,846,72,769,1,1,5,65535,65535,65535,89,65535,0,255,0,0,65535,0,0,0,0,121,1049,65535,65535,0,0,0,0,0,0,778,6,45,604,1745,10,13,55643
2022-12-11 00:22:07,O,1813,29836,847,72,769,1,1,5,65535,65535,65535,89,65535,0,255,0,0,65535,0,0,0,0,121,1049,65535,65535,0,0,0,0,0,0,778,6,45,604,1745,10,13,46601
2022-12-11 00:23:00,O,1813,29836,846,72,769,0,1,5,65535,65535,65535,89,65535,0,255,0,0,65535,0,0,0,0,121,1049,65535,65535,0,0,0,0,0,0,778,6,45,604,1745,10,13,9397
2022-12-11 00:24:00,O,1813,29835,847,72,769,0,1,5,65535,65535,65535,89,65535,0,255,0,0,65535,0,0,0,0,121,1049,65535,65535,0,0,0,0,0,0,778,6,45,604,1745,10,13,58639
2022-12-11 00:25:01,O,1813,29834,846,72,768,0,1,5,65535,65535,65535,89,65535,0,255,0,0,65535,0,0,0,0,121,1049,65535,65535,0,0,0,0,0,0,778,6,45,604,1745,10,13,4517
2022-12-11 00:26:01,O,1813,29833,846,72,768,0,1,5,65535,65535,65535,89,65535,0,255,0,0,65535,0,0,0,0,121,1049,65535,65535,0,0,0,0,0,0,778,6,45,604,1745,10,13,36011
2022-12-11 00:27:00,O,1813,29835,847,72,768,0,1,5,65535,65535,65535,89,65535,0,255,0,0,65535,0,0,0,0,121,1049,65535,65535,0,0,0,0,0,0,778,6,45,604,1745,10,13,59906
2022-12-11 00:28:00,O,1813,29833,846,72,768,0,1,5,65535,65535,65535,89,65535,0,255,0,0,65535,0,0,0,0,121,1049,65535,65535,0,0,0,0,0,0,778,6,45,604,1745,10,13,36011
2022-12-11 00:29:00,O,1813,29831,846,72,767,1,1,9,65535,65535,65535,89,65535,0,255,0,0,65535,0,0,0,0,121,1049,65535,65535,0,0,0,0,0,0,778,6,45,604,1745,10,13,4907
2022-12-11 00:30:01,O,1813,29831,846,72,767,2,1,360,65535,65535,65535,89,65535,0,255,0,0,65535,0,0,0,0,121,1049,65535,65535,0,0,0,0,0,0,778,6,45,604,1745,10,13,3896
2022-12-11 00:31:00,O,1813,29831,846,72,767,1,1,360,65535,65535,65535,89,65535,0,255,0,0,65535,0,0,0,0,121,1049,65535,65535,0,0,0,0,0,0,778,6,45,604,1745,10,13,10523
2022-12-11 00:32:00,O,1813,29829,846,72,766,1,1,355,65535,65535,65535,89,65535,0,255,0,0,65535,0,0,0,0,121,1049,65535,65535,0,0,0,0,0,0,778,6,45,604,1745,10,13,29945
2022-12-11 00:33:00,O,1813,29829,846,72,766,1,1,5,65535,65535,65535,90,65535,0,255,0,0,65535,0,0,0,0,121,1049,65535,65535,0,0,0,0,0,0,778,6,45,604,1745,10,13,48223
2022-12-11 00:34:01,O,1813,29827,846,72,766,1,1,355,65535,65535,65535,90,65535,0,255,0,0,65535,0,0,0,0,121,1049,65535,65535,0,0,0,0,0,0,778,6,45,604,1745,10,13,39318
