Tiempo Sistema,Bar Trend,Next Record,Barometer,Inside Temperature,Inside Humidity,Outside Temperature,Wind Speed,10 Min Avg Wind Speed,Wind Direction,Extra Temperatures,Soil Temperatures,Leaf Temperatures,Outside Humidity,Extra Humidties,Rain Rate,UV,Solar Radiation,Storm Rain,Start Date of current Storm,Day Rain,Month Rain,Year Rain,Day ET,Month ET,Year ET,Soil Moistures,Leaf Wetnesses,Inside Alarms,Rain Alarms,Outside Alarms,Extra Temp/Hum Alarms,Soil & Leaf Alarms,Transmitter Battery Status,Console Battery Voltage,Forecast Icons,Forecast Rule number,Time of Sunrise,Time of Sunset,<LF> = 0x0A,<CR> = 0x0D,CRC
2022-11-21 00:00:01,O,852,29787,864,71,773,5,4,165,65535,65535,65535,90,65535,0,255,0,0,65535,0,0,0,0,235,816,65535,65535,0,0,0,0,0,0,773,3,192,555,1739,10,13,38512
2022-11-21 00:01:00,O,852,29787,864,71,774,1,4,173,65535,65535,65535,90,65535,0,255,0,0,65535,0,0,0,0,235,816,65535,65535,0,0,0,0,0,0,773,3,192,555,1739,10,13,17484
2022-11-21 00:02:00,O,852,29788,864,71,773,5,4,208,65535,65535,65535,90,65535,0,255,0,0,65535,0,0,0,0,235,816,65535,65535,0,0,0,0,0,0,773,3,192,555,1739,10,13,38647
2022-11-21 00:03:00,O,852,29787,864,71,773,2,4,227,65535,65535,65535,90,65535,0,255,0,0,65535,0,0,0,0,235,816,65535,65535,0,0,0,0,0,0,773,3,192,555,1739,10,13,7666
2022-11-21 00:04:00,O,852,29786,863,71,773,1,4,205,65535,65535,65535,90,65535,0,255,0,0,65535,0,0,0,0,235,816,65535,65535,0,0,0,0,0,0,773,3,192,555,1739,10,13,16347
2022-11-21 00:05:01,O,852,29786,863,71,773,1,4,46,65535,65535,65535,90,65535,0,255,0,0,65535,0,0,0,0,235,816,65535,65535,0,0,0,0,0,0,773,3,192,555,1739,10,13,11576
2022-11-21 00:06:00,O,852,29785,864,71,773,2,3,196,65535,65535,65535,90,65535,0,255,0,0,65535,0,0,0,0,235,816,65535,65535,0,0,0,0,0,0,773,3,192,555,1739,10,13,35284
2022-11-21 00:07:00,O,853,29784,863,71,773,1,3,202,65535,65535,65535,90,65535,0,255,0,0,65535,0,0,0,0,235,816,65535,65535,0,0,0,0,0,0,773,3,192,555,1739,10,13,45171
2022-11-21 00:08:00,O,853,29784,863,71,773,1,3,231,65535,65535,65535,90,65535,0,255,0,0,65535,0,0,0,0,235,816,65535,65535,0,0,0,0,0,0,773,3,192,555,1739,10,13,50878
2022-11-21 00:09:00,O,853,29786,863,71,773,1,3,161,65535,65535,65535,90,65535,0,255,0,0,65535,0,0,0,0,235,816,65535,65535,0,0,0,0,0,0,773,3,192,555,1739,10,13,62831
2022-11-21 00:10:01,O,853,29783,863,71,773,2,3,196,65535,65535,65535,90,65535,0,255,0,0,65535,0,0,0,0,235,816,65535,65535,0,0,0,0,0,0,773,3,192,555,1739,10,13,5308
2022-11-21 00:11:00,O,853,29783,863,71,773,1,2,167,65535,65535,65535,90,65535,0,255,0,0,65535,0,0,0,0,235,816,65535,65535,0,0,0,0,0,0,773,3,192,555,1739,10,13,8064
2022-11-21 00:12:00,O,853,29780,863,71,773,1,2,209,65535,65535,65535,90,65535,0,255,0,0,65535,0,0,0,0,235,816,65535,65535,0,0,0,0,0,0,773,3,192,555,1739,10,13,9045
2022-11-21 00:13:00,O,853,29783,862,71,773,1,2,209,65535,65535,65535,90,65535,0,255,0,0,65535,0,0,0,0,235,816,65535,65535,0,0,0,0,0,0,773,3,192,555,1739,10,13,53513
2022-11-21 00:14:00,O,853,29782,863,71,773,1,2,167,65535,65535,65535,90,65535,0,255,0,0,65535,0,0,0,0,235,816,65535,65535,0,0,0,0,0,0,773,3,192,555,1739,10,13,35701
2022-11-21 00:15:01,O,853,29781,862,71,773,1,2,217,65535,65535,65535,90,65535,0,255,0,0,65535,0,0,0,0,235,816,65535,65535,0,0,0,0,0,0,773,3,192,555,1739,10,13,35922
2022-11-21 00:16:00,O,853,29780,862,71,773,1,2,193,65535,65535,65535,90,65535,0,255,0,0,65535,0,0,0,0,235,816,65535,65535,0,0,0,0,0,0,773,3,192,555,1739,10,13,50519
2022-11-21 00:17:06,O,853,29780,862,71,773,4,2,202,65535,65535,65535,90,65535,0,255,0,0,65535,0,0,0,0,235,816,65535,65535,0,0,0,0,0,0,773,3,192,555,1739,10,13,62502
2022-11-21 00:18:01,O,853,29780,862,71,773,1,2,167,65535,65535,65535,90,65535,0,255,0,0,65535,0,0,0,0,235,816,65535,65535,0,0,0,0,0,0,773,3,192,555,1739,10,13,60892
2022-11-21 00:19:00,O,853,29779,862,72,773,4,2,182,65535,65535,65535,90,65535,0,255,0,0,65535,0,0,0,0,235,816,65535,65535,0,0,0,0,0,0,773,3,192,555,1739,10,13,5425
2022-11-21 00:20:06,O,853,29779,862,71,773,3,2,188,65535,65535,65535,90,65535,0,255,0,0,65535,0,0,0,0,235,816,65535,65535,0,0,0,0,0,0,773,3,192,555,1739,10,13,19133
2022-11-21 00:21:07,O,853,29777,862,71,774,3,2,182,65535,65535,65535,90,65535,0,255,0,0,65535,0,0,0,0,235,816,65535,65535,0,0,0,0,0,0,773,3,192,555,1739,10,13,5081
2022-11-21 00:22:00,O,853,29777,862,71,774,4,2,196,65535,65535,65535,90,65535,0,255,0,0,65535,0,0,0,0,235,816,65535,65535,0,0,0,0,0,0,773,3,192,555,1739,10,13,10746
2022-11-21 00:23:00,O,853,29776,862,72,774,2,2,163,65535,65535,65535,90,65535,0,255,0,0,65535,0,0,0,0,235,816,65535,65535,0,0,0,0,0,0,773,3,192,555,1739,10,13,27890
2022-11-21 00:24:01,O,853,29775,862,71,773,1,2,178,65535,65535,65535,90,65535,0,255,0,0,65535,0,0,0,0,235,816,65535,65535,0,0,0,0,0,0,773,3,192,555,1739,10,13,8506
2022-11-21 00:25:00,O,853,29773,862,71,773,1,2,200,65535,65535,65535,90,65535,0,255,0,0,65535,0,0,0,0,235,816,65535,65535,0,0,0,0,0,0,773,3,192,555,1739,10,13,63466
2022-11-21 00:26:00,O,853,29774,862,71,773,2,2,200,65535,65535,65535,90,65535,0,255,0,0,65535,0,0,0,0,235,816,65535,65535,0,0,0,0,0,0,773,3,192,555,1739,10,13,19655
2022-11-21 00:27:00,O,853,29773,862,72,773,2,2,186,65535,65535,65535,90,65535,0,255,0,0,65535,0,0,0,0,235,816,65535,65535,0,0,0,0,0,0,773,3,192,555,1739,10,13,62958
2022-11-21 00:28:07,O,853,29770,861,72,773,1,2,186,65535,65535,65535,90,65535,0,255,0,0,65535,0,0,0,0,235,816,65535,65535,0,0,0,0,0,0,773,3,192,555,1739,10,13,52435
2022-11-21 00:29:00,O,853,29769,861,72,773,2,2,132,65535,65535,65535,90,65535,0,255,0,0,65535,0,0,0,0,235,816,65535,65535,0,0,0,0,0,0,773,3,192,555,1739,10,13,34775
2022-11-21 00:30:06,O,853,29770,861,72,774,2,2,194,65535,65535,65535,90,65535,0,255,0,0,65535,0,0,0,0,235,816,65535,65535,0,0,0,0,0,0,773,3,192,555,1739,10,13,12772
2022-11-21 00:31:01,O,853,29769,861,72,774,1,2,153,65535,65535,65535,90,65535,0,255,0,0,65535,0,0,0,0,235,816,65535,65535,0,0,0,0,0,0,773,3,192,555,1739,10,13,24031
2022-11-21 00:32:00,O,853,29767,861,72,774,4,2,175,65535,65535,65535,90,65535,0,255,0,0,65535,0,0,0,0,235,816,65535,65535,0,0,0,0,0,0,773,3,192,555,1739,10,13,61170
2022-11-21 00:33:00,O,853,29767,861,72,773,4,2,171,65535,65535,65535,90,65535,0,255,0,0,65535,0,0,0,0,235,816,65535,65535,0,0,0,0,0,0,773,3,192,555,1739,10,13,54709
2022-11-21 00:34:00,O,853,29766,861,72,774,2,2,159,65535,65535,65535,90,65535,0,255,0,0,65535,0,0,0,0,235,816,65535,65535,0,0,0,0,0,0,773,3,192,555,1739,10,13,44464
2022-11-21 00:35:01,O,853,29765,861,72,774,3,2,157,65535,65535,65535,90,65535,0,255,0,0,65535,0,0,0,0,235,816,65535,65535,0,0,0,0,0,0,773,3,192,555,1739,10,13,55416
2022-11-21 00:36:00,O,853,29765,861,72,774,1,2,148,65535,65535,65535,90,65535,0,255,0,0,65535,0,0,0,0,235,816,65535,65535,0,0,0,0,0,0,773,3,192,555,1739,10,13,19849
2022-11-21 00:37:06,O,854,29764,861,72,773,2,2,160,65535,65535,65535,90,65535,0,255,0,0,65535,0,0,0,0,235,816,65535,65535,0,0,0,0,0,0,773,3,192,555,1739,10,13,64380
2022-11-21 00:38:01,O,854,29765,861,72,774,3,2,153,65535,65535,65535,90,65535,0,255,0,0,65535,0,0,0,0,235,816,65535,65535,0,0,0,0,0,0,773,3,192,555,1739,10,13,22205
2022-11-21 00:39:06,O,854,29763,861,72,774,2,2,170,65535,65535,65535,90,65535,0,255,0,0,65535,0,0,0,0,235,816,65535,65535,0,0,0,0,0,0,773,3,192,555,1739,10,13,1291
2022-11-21 00:40:00,O,854,29765,861,72,774,2,2,185,65535,65535,65535,90,65535,0,255,0,0,65535,0,0,0,0,235,816,65535,65535,0,0,0,0,0,0,773,3,192,555,1739,10,13,47602
2022-11-21 00:41:00,O,854,29763,861,72,774,2,2,163,65535,65535,65535,90,65535,0,255,0,0,65535,0,0,0,0,235,816,65535,65535,0,0,0,0,0,0,773,3,192,555,1739,10,13,19255
2022-11-21 00:42:00,O,854,29762,861,72,773,2,2,179,65535,65535,65535,90,65535,0,255,0,0,65535,0,0,0,0,235,816,65535,65535,0,0,0,0,0,0,773,3,192,555,1739,10,13,18309
2022-11-21 00:43:00,O,854,29763,860,72,773,4,2,161,65535,65535,65535,90,65535,0,255,0,0,65535,0,0,0,0,235,816,65535,65535,0,0,0,0,0,0,773,3,192,555,1739,10,13,27676
2022-11-21 00:44:00,O,854,29761,861,72,773,2,2,175,65535,65535,65535,90,65535,0,255,0,0,65535,0,0,0,0,235,816,65535,65535,0,0,0,0,0,0,773,3,192,555,1739,10,13,11563
2022-11-21 00:45:00,O,854,29762,860,72,773,2,2,133,65535,65535,65535,90,65535,0,255,0,0,65535,0,0,0,0,235,816,65535,65535,0,0,0,0,0,0,773,3,192,555,1739,10,13,35934
2022-11-21 00:46:00,O,854,29760,860,72,773,2,2,181,65535,65535,65535,90,65535,0,255,0,0,65535,0,0,0,0,235,816,65535,65535,0,0,0,0,0,0,773,3,192,555,1739,10,13,7764
2022-11-21 00:47:00,O,854,29762,860,72,774,4,2,166,65535,65535,65535,90,65535,0,255,0,0,65535,0,0,0,0,235,816,65535,65535,0,0,0,0,0,0,773,3,192,555,1739,10,13,52250
2022-11-21 00:48:00,O,854,29759,860,72,773,2,2,179,65535,65535,65535,90,65535,0,255,0,0,65535,0,0,0,0,235,816,65535,65535,0,0,0,0,0,0,773,3,192,555,1739,10,13,58995
2022-11-21 00:49:00,O,854,29758,860,72,773,0,2,166,65535,65535,65535,90,65535,0,255,0,0,65535,0,0,0,0,235,816,65535,65535,0,0,0,0,0,0,773,3,192,555,1739,10,13,4311
2022-11-21 00:50:07,O,854,29757,860,72,773,1,2,166,65535,65535,65535,90,65535,0,255,0,0,65535,0,0,0,0,235,816,65535,65535,0,0,0,0,0,0,773,3,192,555,1739,10,13,28727
2022-11-21 00:51:00,O,854,29757,860,72,773,0,2,156,65535,65535,65535,90,65535,0,255,0,0,65535,0,0,0,0,235,816,65535,65535,0,0,0,0,0,0,773,3,192,555,1739,10,13,22432
2022-11-21 00:52:00,O,854,29756,860,72,773,1,2,156,65535,65535,65535,90,65535,0,255,0,0,65535,0,0,0,0,235,816,65535,65535,0,0,0,0,0,0,773,3,192,555,1739,10,13,16059
2022-11-21 00:53:07,O,854,29757,860,72,773,1,2,158,65535,65535,65535,90,65535,0,255,0,0,65535,0,0,0,0,235,816,65535,65535,0,0,0,0,0,0,773,3,192,555,1739,10,13,48998
2022-11-21 00:54:00,O,854,29755,859,72,772,1,2,115,65535,65535,65535,90,65535,0,255,0,0,65535,0,0,0,0,235,816,65535,65535,0,0,0,0,0,0,773,3,192,555,1739,10,13,57314
2022-11-21 00:55:00,O,854,29755,860,72,773,1,1,115,65535,65535,65535,90,65535,0,255,0,0,65535,0,0,0,0,235,816,65535,65535,0,0,0,0,0,0,773,3,192,555,1739,10,13,41896
2022-11-21 00:56:01,O,854,29756,860,72,773,0,1,130,65535,65535,65535,91,65535,0,255,0,0,65535,0,0,0,0,235,816,65535,65535,0,0,0,0,0,0,773,3,192,555,1739,10,13,11499
2022-11-21 00:57:12,O,854,29755,859,72,773,0,1,130,65535,65535,65535,91,65535,0,255,0,0,65535,0,0,0,0,235,816,65535,65535,0,0,0,0,0,0,773,3,192,555,1739,10,13,44716
2022-11-21 00:58:00,O,854,29755,859,72,773,0,1,130,65535,65535,65535,91,65535,0,255,0,0,65535,0,0,0,0,235,816,65535,65535,0,0,0,0,0,0,773,3,192,555,1739,10,13,44716
2022-11-21 00:59:07,O,854,29753,860,72,773,0,1,130,65535,65535,65535,91,65535,0,255,0,0,65535,0,0,0,0,235,816,65535,65535,0,0,0,0,0,0,773,3,192,555,1739,10,13,35832
2022-11-21 01:00:00,O,854,29754,859,72,773,1,1,161,65535,65535,65535,91,65535,0,255,0,0,65535,0,0,0,0,235,816,65535,65535,0,0,0,0,0,0,773,3,192,555,1739,10,13,55970
2022-11-21 01:01:00,O,854,29754,859,72,773,1,1,169,65535,65535,65535,90,65535,0,255,0,0,65535,0,0,0,0,235,816,65535,65535,0,0,0,0,0,0,773,3,192,555,1739,10,13,56540
2022-11-21 01:02:01,O,854,29756,860,72,773,2,1,190,65535,65535,65535,90,65535,0,255,0,0,65535,0,0,0,0,235,816,65535,65535,0,0,0,0,0,0,773,3,192,555,1739,10,13,16633
2022-11-21 01:03:00,O,854,29752,860,72,772,0,1,190,65535,65535,65535,90,65535,0,255,0,0,65535,0,0,0,0,235,816,65535,65535,0,0,0,0,0,0,773,3,192,555,1739,10,13,42975
2022-11-21 01:04:00,O,854,29753,860,72,772,1,1,223,65535,65535,65535,91,65535,0,255,0,0,65535,0,0,0,0,235,816,65535,65535,0,0,0,0,0,0,773,3,192,555,1739,10,13,37237
2022-11-21 01:05:00,O,854,29756,860,72,772,0,1,230,65535,65535,65535,91,65535,0,255,0,0,65535,0,0,0,0,235,816,65535,65535,0,0,0,0,0,0,773,3,192,555,1739,10,13,7749
2022-11-21 01:06:00,O,854,29754,860,73,772,0,1,230,65535,65535,65535,91,65535,0,255,0,0,65535,0,0,0,0,235,816,65535,65535,0,0,0,0,0,0,773,3,192,555,1739,10,13,35206
2022-11-21 01:07:01,O,855,29755,860,73,772,0,1,230,65535,65535,65535,91,65535,0,255,0,0,65535,0,0,0,0,235,816,65535,65535,0,0,0,0,0,0,773,3,192,555,1739,10,13,5212
2022-11-21 01:08:00,O,855,29753,860,73,772,1,1,221,65535,65535,65535,91,65535,0,255,0,0,65535,0,0,0,0,235,816,65535,65535,0,0,0,0,0,0,773,3,192,555,1739,10,13,8364
