Tiempo Sistema,Bar Trend,Next Record,Barometer,Inside Temperature,Inside Humidity,Outside Temperature,Wind Speed,10 Min Avg Wind Speed,Wind Direction,Extra Temperatures,Soil Temperatures,Leaf Temperatures,Outside Humidity,Extra Humidties,Rain Rate,UV,Solar Radiation,Storm Rain,Start Date of current Storm,Day Rain,Month Rain,Year Rain,Day ET,Month ET,Year ET,Soil Moistures,Leaf Wetnesses,Inside Alarms,Rain Alarms,Outside Alarms,Extra Temp/Hum Alarms,Soil & Leaf Alarms,Transmitter Battery Status,Console Battery Voltage,Forecast Icons,Forecast Rule number,Time of Sunrise,Time of Sunset,<LF> = 0x0A,<CR> = 0x0D,CRC
2022-12-06 00:00:00,O,1572,29830,851,71,762,0,0,302,65535,65535,65535,90,65535,0,255,0,0,65535,0,0,0,0,56,984,65535,65535,0,0,0,0,0,0,777,6,45,602,1743,10,13,17027
2022-12-06 00:01:00,O,1572,29833,852,71,762,0,0,302,65535,65535,65535,90,65535,0,255,0,0,65535,0,0,0,0,56,984,65535,65535,0,0,0,0,0,0,777,6,45,602,1743,10,13,34584
2022-12-06 00:02:01,O,1572,29830,852,71,761,0,0,302,65535,65535,65535,90,65535,0,255,0,0,65535,0,0,0,0,56,984,65535,65535,0,0,0,0,0,0,777,6,45,602,1743,10,13,32571
2022-12-06 00:03:00,O,1572,29832,852,72,761,0,0,302,65535,65535,65535,90,65535,0,255,0,0,65535,0,0,0,0,56,984,65535,65535,0,0,0,0,0,0,777,6,45,602,1743,10,13,44374
2022-12-06 00:04:00,O,1572,29831,851,72,761,0,0,302,65535,65535,65535,90,65535,0,255,0,0,65535,0,0,0,0,56,984,65535,65535,0,0,0,0,0,0,777,6,45,602,1743,10,13,26829
2022-12-06 00:05:00,O,1572,29832,852,72,761,1,0,302,65535,65535,65535,90,65535,0,255,0,0,65535,0,0,0,0,56,984,65535,65535,0,0,0,0,0,0,777,6,45,602,1743,10,13,20664
2022-12-06 00:06:00,O,1572,29831,852,72,761,0,0,302,65535,65535,65535,90,65535,0,255,0,0,65535,0,0,0,0,56,984,65535,65535,0,0,0,0,0,0,777,6,45,602,1743,10,13,17506
2022-12-06 00:07:01,O,1572,29833,851,72,761,1,0,299,65535,65535,65535,90,65535,0,255,0,0,65535,0,0,0,0,56,984,65535,65535,0,0,0,0,0,0,777,6,45,602,1743,10,13,55342
2022-12-06 00:08:00,O,1572,29832,852,72,761,1,0,295,65535,65535,65535,90,65535,0,255,0,0,65535,0,0,0,0,56,984,65535,65535,0,0,0,0,0,0,777,6,45,602,1743,10,13,7812
2022-12-06 00:09:00,O,1572,29832,852,72,760,1,1,294,65535,65535,65535,90,65535,0,255,0,0,65535,0,0,0,0,56,984,65535,65535,0,0,0,0,0,0,777,6,45,602,1743,10,13,15949
2022-12-06 00:10:00,O,1572,29831,851,72,760,1,1,294,65535,65535,65535,90,65535,0,255,0,0,65535,0,0,0,0,56,984,65535,65535,0,0,0,0,0,0,777,6,45,602,1743,10,13,64470
2022-12-06 00:11:00,O,1572,29829,852,72,760,0,1,294,65535,65535,65535,90,65535,0,255,0,0,65535,0,0,0,0,56,984,65535,65535,0,0,0,0,0,0,777,6,45,602,1743,10,13,9068
2022-12-06 00:12:01,O,1572,29828,851,72,760,1,1,294,65535,65535,65535,90,65535,0,255,0,0,65535,0,0,0,0,56,984,65535,65535,0,0,0,0,0,0,777,6,45,602,1743,10,13,26328
2022-12-06 00:13:00,O,1572,29831,851,72,760,1,1,294,65535,65535,65535,90,65535,0,255,0,0,65535,0,0,0,0,56,984,65535,65535,0,0,0,0,0,0,777,6,45,602,1743,10,13,64470
2022-12-06 00:14:00,O,1572,29828,851,72,760,0,1,294,65535,65535,65535,90,65535,0,255,0,0,65535,0,0,0,0,56,984,65535,65535,0,0,0,0,0,0,777,6,45,602,1743,10,13,39734
2022-12-06 00:15:00,O,1572,29830,851,72,761,1,1,297,65535,65535,65535,90,65535,0,255,0,0,65535,0,0,0,0,56,984,65535,65535,0,0,0,0,0,0,777,6,45,602,1743,10,13,4458
2022-12-06 00:16:07,O,1572,29831,851,72,760,1,1,297,65535,65535,65535,90,65535,0,255,0,0,65535,0,0,0,0,56,984,65535,65535,0,0,0,0,0,0,777,6,45,602,1743,10,13,35474
2022-12-06 00:17:00,O,1572,29831,851,72,760,1,1,297,65535,65535,65535,90,65535,0,255,0,0,65535,0,0,0,0,56,984,65535,65535,0,0,0,0,0,0,777,6,45,602,1743,10,13,35474
2022-12-06 00:18:00,O,1572,29831,851,72,760,2,1,297,65535,65535,65535,90,65535,0,255,0,0,65535,0,0,0,0,56,984,65535,65535,0,0,0,0,0,0,777,6,45,602,1743,10,13,44209
2022-12-06 00:19:01,O,1572,29828,850,72,760,1,1,297,65535,65535,65535,90,65535,0,255,0,0,65535,0,0,0,0,56,984,65535,65535,0,0,0,0,0,0,777,6,45,602,1743,10,13,30926
